Category,Main Category,Sub Category,Product Name,Price,Quantity,Rating,Image URL,Available
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Amul Probiotic Buttermilk,?14,1 pack (440 ml),"4.7
(153.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e51c1fa2-9349-4bf8-bfde-05222dc43b92.jpeg",Yes
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Amul Probiotic Tadka Chaas,?10,1 pack (280 ml),"4.9
(111.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/37f2596c-d221-4844-8efc-35dc9c9a7283.jpeg",Yes
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Mother Dairy Probiotic Tadka Chach,?9,1 pack (270 ml),"4.7
(93.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/cdad2b37-d056-4cef-92ff-51eab0e814d6.jpg",Yes
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Mother Dairy Mango Lassi,?19,1 pc (180 ml),"4.8
(24.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d0617c61-896a-4516-b245-5e1e4d512581.jpg",Yes
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Amul Prolife Probiotic Buttermilk Bottle,?29,1 pc (500 ml),"4.8
(1.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/0e08f115-aa91-42fc-a722-a112c3a250ef.jpg",Yes
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Amul Prolife Probiotic Buttermilk Bottle,?54,1 pc (1 L),"4.9
(2.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e7ca6fce-925a-413f-85af-d31ebc954238.jpeg",Yes
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Mother Dairy Sweet Lassi,?19,1 pc (180 ml),"4.8
(10.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/b5c1b671-08ca-4d38-9508-84d21f7708d6.jpg",Yes
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Mother Dairy Probiotic Tadka Chach Combo,"?27
?30",3X270ml,"4.6
(322)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/24224f8f-3730-40bd-9c5c-d988da37c6ea.jpg",Yes
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Mother Dairy Probiotic Tadka Chach Combo,"?36
?40",4X270ml,"4.4
(684)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/aac526b8-fe5a-40a3-ab90-550d774811d3.jpeg",Yes
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Amul Probiotic Tadka Chaas Combo,?60,6X280ml,"4.4
(833)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/405a8e1c-bbbf-4589-ab25-78f035b10a73.jpg",Yes
dairy bread eggs > milk based drinks,dairy bread eggs,milk based drinks,Heritage A-one Probiotic Spiced Buttermilk,"?21
?25",1 pack (500 ml),"4.6
(30.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/df876511-b378-4b36-a9ea-4c35c25a0e0d.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,CakeZone Choco Fudge Brownie,"?28
?30",1 pack (40 g),"4.3
(1.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1499-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/0b4975e7-5f15-42c8-af56-a0b8442ea7d9.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Fiesta Veg Chocolate Muffins,"?54
?65",1 pack (6 pcs),"4.5
(111)","https://cdn.zeptonow.com/production/tr:w-403,ar-1024-1024,pr-true,f-auto,q-40,dpr-2/cms/product_variant/19ae947b-303b-467c-ad7f-dee8326e46d3.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,CakeZone Double Chocolate Brownie,"?59
?79",1 pack (85 g),"4.4
(550)","https://cdn.zeptonow.com/production/tr:w-403,ar-1499-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ed88a042-86b2-418d-96b9-56916e138330.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Cake Tale Barcake Date & Walnut,"?55
?69",1 pack (75 g),"4.2
(444)","https://cdn.zeptonow.com/production/tr:w-403,ar-1024-1024,pr-true,f-auto,q-40,dpr-2/cms/product_variant/884900a4-c966-449c-85f8-fb1c462a32a0.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Fiesta Veg Vanilla Muffins,"?54
?65",1 pack (6 pcs),"4.5
(106)","https://cdn.zeptonow.com/production/tr:w-403,ar-1024-1024,pr-true,f-auto,q-40,dpr-2/cms/product_variant/341a0010-f3bc-4ea7-a453-b7a8dbd088ef.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,CakeZone Walnut Brownie,"?66
?79",1 pack (80 g),"4.5
(489)","https://cdn.zeptonow.com/production/tr:w-403,ar-1499-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f3721d4e-0daf-4938-94e9-7fda462dde08.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Fiesta Veg Tutty Fruity Muffins,"?54
?65",1 pack (6 pcs),"4.5
(64)","https://cdn.zeptonow.com/production/tr:w-403,ar-1024-1024,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bae71d60-405d-4033-b73e-b9d752c344a1.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,The Health Factory Mini Cakes - Berry Blast | Zero Maida,"?59
?70",1 pack (70 g),"4.5
(248)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/2efa6947-abab-4611-b222-e10ad58423d2.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,The Health Factory Mini Cakes - Roasted Almonds | Zero Maida,"?59
?70",1 pack (70 g),"4.4
(235)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5d671d2b-d8e9-4038-9bb0-6b3d21f590c7.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Cake Tale Barcake Fruit & Nutty,"?52
?65",1 pack (75 g),"3.6
(443)","https://cdn.zeptonow.com/production/tr:w-403,ar-1499-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/dc31e8d4-a049-4b03-ab36-26bd40319d10.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Theobroma Big Cookie - Chocolate Chip Cookie,"?94
?105",1 pack (60 g),"4.2
(48)","https://cdn.zeptonow.com/production/tr:w-403,ar-2500-2500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/90fb3b95-3a3f-4c81-8cc2-6fd91a31d1c2.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,CakeZone Date & Raisin Cake,"?99
?129",1 pack (180 g),"4.4
(289)","https://cdn.zeptonow.com/production/tr:w-403,ar-1499-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/6356d717-44b9-4ffa-b3fe-228b68efc1aa.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Cake Tale Muffin Vanilla Chocochip,"?111
?139",1 pack (150 g),"4.1
(89)","https://cdn.zeptonow.com/production/tr:w-403,ar-2184-2046,pr-true,f-auto,q-40,dpr-2/cms/product_variant/05a36f33-bd0a-4348-922b-4cc351cf0b43.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Theobroma Eggless Walnut Brownie,"?85
?95",1 pack (65 g),"3.9
(97)","https://cdn.zeptonow.com/production/tr:w-403,ar-2500-2500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/6d0b1b91-c660-490f-acc4-09eabce34035.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Aaha Life Fresh Double Chocochip Cake | Eggless,"?68
?140",1 pack (120 g),"3.9
(93)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/757fe8e2-5dc3-451a-8ee5-5ef59b68dfde.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Cake Tale Muffin Chocochip,"?114
?149",1 pack (150 g),"4.5
(183)","https://cdn.zeptonow.com/production/tr:w-403,ar-1024-1024,pr-true,f-auto,q-40,dpr-2/cms/product_variant/7e5a3534-f1e9-4a63-a2f7-3743375941e7.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Aaha Life Fresh Milk Cake | Eggless,"?68
?140",1 pack (120 g),"4
(35)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/7d7de46e-5d88-47a2-a352-2eed1e31ed3f.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Aaha Life Fresh Brownie | Eggless,"?48
?99",1 pack (50 g),"3.8
(86)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/7676165e-9485-4164-90da-98c3e10c1bc9.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Aaha Life Fresh Mix Fruit Cake | Eggless,"?68
?140",1 pack (120 g),"4.2
(51)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/209aba33-48dd-45d7-8be6-bc8fd11be327.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Cakezone Marble Teacake,"?105
?129",1 pack (180 g),"4.4
(86)","https://cdn.zeptonow.com/production/tr:w-403,ar-1499-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/0eb46348-983c-438c-975b-69a0413888ec.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Cake Tale Barcake Vanilla Chocochip,"?162
?179",1 pack (200 g),"4.1
(56)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ee323e9e-a87c-4d3b-83de-c2eb12d84fa8.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Cake Tale Barcake Chocochip,"?62
?69",1 pack (75 g),"4.1
(95)","https://cdn.zeptonow.com/production/tr:w-403,ar-1080-1080,pr-true,f-auto,q-40,dpr-2/cms/product_variant/dc7d5c17-99dd-4a3d-adbd-2671b2dd167d.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Cake Tale Muffin Chocochunk | Single,"?71
?89",1 pack (80 g),"4.7
(436)","https://cdn.zeptonow.com/production/tr:w-403,ar-1024-1024,pr-true,f-auto,q-40,dpr-2/cms/product_variant/4026d6ea-9eaa-4055-b2c4-296b7ce080d9.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Smoor True Christmas Plum Cake | Eggless,"?443
?650",1 pack (250 g),"4.5
(547)","https://cdn.zeptonow.com/production/tr:w-403,ar-2988-2988,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c86fe91d-5528-4683-a9c5-107b029bd732.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Cake Tale Muffin Chocochip | Single,"?71
?89",1 pack (80 g),"4.2
(34)","https://cdn.zeptonow.com/production/tr:w-403,ar-2560-2560,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e8b71a68-627a-4920-a0d1-65ef81c3b471.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Fiesta Pure Veg Chocolate Marble Bar,"?104
?125",1 pack (200 g),"4.6
(268)","https://cdn.zeptonow.com/production/tr:w-403,ar-1024-1024,pr-true,f-auto,q-40,dpr-2/cms/product_variant/156cff4b-c837-4d84-8cdb-be2996c5be71.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,The Health Factory Mini Cakes- Rich Vanilla | Zero Maida,"?50
?60",1 pack (70 g),"4.3
(285)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/1fb3cfd7-000c-454a-87f7-f3315ef800d0.jpg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Cakezone Classic Plum Cake | Eggless/Veg | Soft & Delicious,"?77
?109",1 pack (150 g),"4
(122)","https://cdn.zeptonow.com/production/tr:w-403,ar-2988-2988,pr-true,f-auto,q-40,dpr-2/cms/product_variant/cbdd0032-24ac-492a-9acd-02ba1ab09bba.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,CakeZone Banana Walnut Cake,"?105
?129",1 pack (180 g),"4.2
(286)","https://cdn.zeptonow.com/production/tr:w-403,ar-1499-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e84f4f43-6108-4348-a682-14c6911013d3.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Theobroma Chocolate Chip Cookies,"?265
?295",1 pack (140 g),"3.4
(42)","https://cdn.zeptonow.com/production/tr:w-403,ar-2500-2500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/8790048f-09bd-4cae-9615-f0f163a02441.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Theobroma Celebration Plum Cake | Eggless/Veg,"?390
?490",1 pack (350 g),"4.5
(112)","https://cdn.zeptonow.com/production/tr:w-403,ar-2988-2988,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ecee4ce4-d96b-4083-a75a-1408b8ed215d.jpeg",Yes
dairy bread eggs > fresh bakery,dairy bread eggs,fresh bakery,Aaha Life Fresh Tutty Fruity Muffin | Eggless,"?48
?100",1 pack (4 x 30 g),"4.3
(140)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/270deb0d-5882-440c-8ce5-fab6892ecfc1.jpg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Amul Fresh Malai Paneer,"?87
?92",1 pack (200 g),"4.7
(309.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ea26ac16-e17e-4364-aafb-ef78db990f30.jpg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Milky Mist Paneer,"?70
?130",1 pack (200 g),"4.6
(77.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bdabbe58-cf0e-422c-b7d1-b811fa13bdf7.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Amul Fresh Cream,"?63
?70",1 pc (250 ml),"4.9
(59.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/2a89bb87-f1cd-46eb-9fc0-49741625eac2.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Mother Dairy Fresh Paneer,"?88
?96",1 pack (200 g),"4.7
(99.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/b9951a58-c554-4879-9390-8e61187770b5.jpg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,iD Fresh Soft & Creamy Paneer,"?102
?134",1 pack (200 g),"4.6
(9.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/fd04f128-dfd4-432c-a189-5e22c8d78f28.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Amul Khoa,"?90
?95",1 pack (200 g),"4.6
(8.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/4285b438-d95f-4841-8e9e-1261a9ca18f8.jpg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Desi Farms Low Fat Paneer,"?69
?96",1 pack (200 g),"4.3
(14.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/7140f4b8-4bf6-44eb-9863-ba1cb7be1479.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Gowardhan Fresh Paneer- Block,"?89
?105",1 pack (200 g),"4.7
(30.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c0a38dd0-f8df-43d2-99ae-36b5530b1482.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Gowardhan Paneer Pouch,"?190
?245",1 pack (500 g),"4.9
(10.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/28a43e31-8a1b-4001-aa1e-7d54ca229ce9.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Milky Mist High Protein Paneer,"?115
?150",1 pack (200 g),"4.6
(18.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/8cd95c47-e10f-42a2-aa78-4e2a767c875d.jpg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Punjab Sind Low Fat Paneer,?130,1 pack (200 g),"4.4
(2.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ece2583b-bfb2-4062-baac-1ab70a558e4e.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Punjab Sind Fresh Premium Malai Paneer,?135,1 pack (200 g),"3.6
(1.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/2c90a04e-a745-4fc7-9ac6-1eaedf18f7fd.jpg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Amul Fresh Cream,"?216
?230",1 pc (1 L),"5
(8.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/741f9717-40d0-4567-9d3a-a9a08fc95abb.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Soyarich Tofu - Premium,"?72
?80",1 pack (200 g),"4.5
(3.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5252fcdb-455c-411b-880d-00c49717b1ed.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,D'lecta Dairy Fresh Cream,"?51
?65",1 pack (200 ml),"4.4
(17.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/81cf2cca-f52e-46d0-9243-f5c1dddd4828.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Bio Nutrients Pure Diet Soy Tofu Paneer,"?55
?57",1 pack (200 g),"4
(27.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1794-2120,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bd937669-5af6-489d-8d7d-8a7a4c5b972a.jpg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Country Delight - Taaza Paneer,"?105
?127",1 pack (180 g),"4.9
(4.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e4c703b0-0ea1-489d-9d5f-752c2629af9c.png",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Amul Frozen Malai Paneer,"?89
?95",1 pack (200 g),"4.6
(11.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/7e1b0c2c-d7ad-43b9-957e-659eb9207ebc.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Heritage Fresh Paneer,"?91
?115",1 pack (200 g),"4.6
(64.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3381e20b-dea2-44a2-9c5f-a0884fdbe524.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Humpy Farms A2 Paneer,"?142
?170",1 pack (200 g),"4.1
(1.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3aa25b6e-fdc6-4a59-9f53-0673dbf5b1b6.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Pride Of Cows Paneer Pouch,"?191
?195",1 pack (200 g),"4.7
(1.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1125-1125,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d83119bb-9e3a-4ee9-9d9a-af1f22bcf625.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Health On Plants Classic Tofu,"?119
?140",1 pack (200 g),"4.1
(464)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/68f1a41f-f3ac-4e46-aad0-be62ff5fea5f.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Milky Mist Paneer,"?199
?325",1 pack (500 g),"4.7
(15.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f17bdc30-cee6-4233-811a-2b545b195889.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Soyarich Tofu - Mint & Chilli,"?80
?89",1 pack (200 g),"4.6
(771)","https://cdn.zeptonow.com/production/tr:w-403,ar-527-629,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bf169779-9b64-49b4-b948-f7476da25958.jpg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Health On Plants Smoked Tofu,"?139
?185",1 pack (180 g),"4.5
(94)","https://cdn.zeptonow.com/production/tr:w-403,ar-5379-5380,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5c4d9591-0bcd-468f-9d76-d856a431fbf3.jpg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Milky Mist Briyas Tofu Paneer,"?78
?99",1 pack (200 g),"4.5
(8.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/55e6ec89-f6df-4ff6-a921-7d541435380d.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Mooz Plain Tofu,"?83
?100",1 pack (200 g),"4.7
(190)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/aff01934-48d1-4b30-9a2e-58b08b2b2da4.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Pride of Cows Low Fat High Protein Paneer,"?207
?235",1 pack (200 g),"4.4
(424)","https://cdn.zeptonow.com/production/tr:w-403,ar-1280-1280,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ab2d6908-bded-463c-9696-07d0788b8ea8.jpg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Desi Farms A2 Paneer,"?114
?140",1 pack (200 g),"4.2
(2.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/326271f3-4e13-4224-baf2-2e9c7bce92c7.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Hello Tempayy 40g Protein Szechuan Tempeh Cubes | Low Fat & High Fibre,"?137
?175",1 pack (200 g),"4.1
(559)","https://cdn.zeptonow.com/production/tr:w-403,ar-1080-1080,pr-true,f-auto,q-40,dpr-2/cms/product_variant/843aa042-1cba-4f5c-80ec-793e69322be1.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Cremeitalia Sour Cream,"?202
?225",1 pc (200 g),"4.4
(167)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/cbf0015d-927f-4dfa-9601-fc81e29942b6.jpeg",Yes
dairy bread eggs > paneer cream,dairy bread eggs,paneer cream,Bio Nutrients Pure Diet Gold Tofu Paneer,"?72
?75",1 pack (200 g),"4.1
(3.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/969aaba6-e20c-4ecf-a8eb-4905b5deddb4.jpg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Idli & Dosa Batter,"?85
?100",1 pack (1 kg),"4.6
(102.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1080-1080,pr-true,f-auto,q-40,dpr-2/cms/product_variant/df0e95c6-7fd2-46af-a251-b84ce5de86a9.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Khetika Fresh Idli Dosa Batter,"?58
?99",1 pack (1 kg),"4.7
(23.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-750-750,pr-true,f-auto,q-40,dpr-2/cms/product_variant/db867dab-23ea-4212-88c1-c1030dd1e8da.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Superr Idli & Dosa Batter,"?47
?75",1 pack (1 kg),"4.4
(2.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-4167-4167,pr-true,f-auto,q-40,dpr-2/cms/product_variant/69961774-2047-49ef-bfa4-6361b39cb4bd.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Idli & Dosa Batter,"?142
?175",1 pack (2 kg),"4.6
(69.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/28e35241-6a2d-4ba4-b8a7-96d0ff68410d.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Idli & Dosa Batter,"?54
?60",1 pack (500 g),"4.5
(44.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/aa678e5d-5a44-470f-828c-f438ff2546d1.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Khetika Coconut Chutney,"?38
?49",1 pack (120 g),"4.1
(1.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2667-2667,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c61eab2c-894d-4dc4-a6c7-e5639fb6e35f.jpeg",Yes
