Category,Main Category,Sub Category,Product Name,Price,Quantity,Rating,Image URL,Available
dairy bread eggs > butter,dairy bread eggs,butter,Amul Garlic & Herbs Buttery Spread Combo,"?124
?132",2 x 100 g,"4.3
(989)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/50c989bb-1ba7-433c-87a5-62b364da51d5.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Salted Butter (Chiplets) Combo,"?195
?210",100 g X 3,"4.2
(921)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/694ee97a-83ea-4290-b674-1395d3578e13.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Safed Makkhan (100g) & Dr. Brand Mishri Dana (200g) Panchamrit Combo,"?73
?86",2 combo,"4.4
(102)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/cff75f61-1f39-43d4-a761-1c28492e1133.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Milky Mist Table Butter,"?68
?75",1 pack (100 g),"4.7
(2.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d5ed3a6f-0f74-4135-bfdc-0f2876f79b3e.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Nutralite Doodhshakti Probiotic Butter Spread Tub,"?269
?309",1 pack (500 g),"4.7
(863)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bbdfd294-7ebd-49f6-8a73-bb1c38f87a1d.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Nutralite Premium Fat Spread,"?50
?60",1 pack (100 g),"4.6
(2.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/419ec713-e99c-43a7-af14-8ed5bd516b2b.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Milky Mist Butter Chiplet,"?63
?80",1 pack (10 x 10 g),"4.9
(2.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/92d89185-b803-45c2-9adc-daa69bab8fea.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Processed Cheese Cubes,"?119
?130",1 pack (200 g),"5
(72.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e5a4d2d8-29fb-48a3-b922-4a410de75143.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Diced Cheese Blend,"?112
?120",1 pack (200 g),"4.8
(93.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f913a533-609f-4f95-bdd1-eb28f8a6b49c.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Cheese Slices,"?75
?80",1 pack (100 g),"5
(66.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bb505416-f814-4270-b756-2fadcc289816.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Go Cheese Slices,"?103
?210",1 pack (200 g),"4.7
(27.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/dc94ead5-16ea-4786-8404-1371dc1c8912.jpg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Cheese Slices,"?134
?140",1 pack (200 g),"4.8
(42.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/263afa34-4a15-4e5d-b891-d3126b1b3019.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Processed Cheese Block,"?117
?125",1 pack (200 g),"5
(54.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/458eaddf-af1d-4255-aa6f-10ca177f2331.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Processed Cheese Block,"?272
?290",1 pack (500 g),"4.7
(9.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/74d9d445-75a7-43dd-b2e6-bb3cd5c8f8ec.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,D'lecta Cheese Spread,"?50
?99",1 pc (150 g),"4.8
(12.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/a9a10ee7-25c5-4bd4-adfc-74bb9a5d768c.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Cheese Spread Yummy Plain,"?104
?109",1 pc (200 g),"4.7
(14.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/93b5df20-2fb1-4181-a1be-62ca07465fce.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,D'lecta 100% Mozzarella Shreds Cheese,"?86
?109",1 pack (140 g),"4.7
(27.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/4620c00f-471a-4ebe-8ca7-3327aa4dd048.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Cheese Spread Spicy Garlic,"?101
?109",1 pc (200 g),"4.8
(5.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/18a20456-158d-4581-a80b-10f58c5e86cf.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,D'lecta Cheese Slices,"?80
?160",1 pack (200 g),"4.7
(23.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/b6ab3963-52a6-40a4-8c19-b226a13b1058.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Britannia Cheese Cubes,"?99
?127",1 pack (200 g),"4.8
(4.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/683e4338-d565-4629-b99d-256490ac2eea.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Pizza Cheese - Mozzarella,"?101
?117",1 pack (200 g),"4.5
(3.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2500-2500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/1ad81368-fa33-49ee-8378-755b5386012f.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul A+ Process Cheese Slices,"?115
?170",1 pack (200 g),"4.8
(5.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/064a9f80-43eb-4d7d-935e-24aebcdf3005.jpg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Go Processed Cheese Block,"?93
?200",1 pack (200 g),"4.6
(7.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/8ab80918-f0f0-4264-ac6a-547f005a5db8.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Britannia Cheese Slice,"?99
?132",1 Pack (180 g),"5
(3.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d0a742dc-5858-4026-92a4-195ce3dd930f.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Cheese Slices,"?398
?425",1 pack (750 g),"5
(3.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/fe32e4f3-7680-4459-8df3-209e624b653f.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Mother Dairy Processed Cheese Cubes,"?95
?135",1 pack (180 g),"4.9
(1.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1021-1021,pr-true,f-auto,q-40,dpr-2/cms/product_variant/19268d20-01f8-4d74-af29-f8b49469145e.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Go Cheese Pizza Blend (Mozzarella + Cheddar),"?115
?159",1 pack (200 g),"4.8
(18.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1490-1497,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f3f5af40-dd94-4f5b-8b19-9c272c846978.jpg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Cheese Spread - Pepper,"?96
?109",1 pc (200 g),"4.8
(2.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/67c81d0b-a3e8-4726-b30c-47141e213265.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,D'lecta Cream Cheese,"?154
?189",1 pc (150 g),"4.6
(3.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/b567d569-46ed-417b-a16e-2ee952e2ccb2.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Processed Cheese Block,"?507
?545",1 pack (1 kg),"4.8
(1.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/62eedea6-b68e-4e50-af1e-d938a0229a9d.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,D'lecta Natural Feta Cheese Blocks,"?94
?115",1 pack (100 g),"4.6
(2.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/4d221c2a-378a-4782-bf41-f84f4d727bd1.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,D'lecta Cheese Cubes,"?95
?165",1 pack (200 g),"4.7
(10.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e088b36e-ff26-40d3-8a94-7ceb76f4554e.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Milky Mist Cheese- Cubes,"?107
?142",1 pack (200 g),"4.9
(4.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/1ac4edcd-39ce-4100-9f67-db8975115c60.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Britannia Spreadable Cheese Triangles,"?99
?127",1 pack (120 g),"4.8
(1.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/03216546-6a46-4f8c-8225-9f26dd595cd7.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul Natural Cheese Cheddar Block,"?178
?180",1 pack (250 g),"4.5
(722)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ae427b1b-f245-47b3-987f-794d138b481e.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Amul A+ Cheese Slices,"?200
?400",1 pack (400 g),"4.7
(2.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/a12215ac-b287-4140-8e76-4bfac4389d6d.jpg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,D'lecta Cheese Slices,"?166
?300",1 pack (400 g),"4.7
(4.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ea28feea-4af1-4c80-ac69-5bdb1ebbe715.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,D'lecta 100% Mozzarella Cheese Pizza Block,"?103
?155",1 pack (200 g),"4.6
(27.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/40e60300-664c-4045-8944-32b22028f24f.jpeg",Yes
dairy bread eggs > cheese,dairy bread eggs,cheese,Britannia Cheese Slice,"?241
?460",1 pack (20 x 20 g),"4.7
(1.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bab3ef35-13c5-4a5a-9401-2201b7053a58.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Yojana Poultry Power Eggs,?116,1 pack (12 pcs),"4.6
(52.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e5b40d9d-bc97-425a-af57-f203dba156e8.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Eggspro White Eggs,"?102
?150",1 pack (12 pcs),"4.6
(32.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/92d03b37-292a-4c91-b349-e76eb3092175.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Yojana Poultry Power Eggs,?58,1 pack (6 pcs),"4.6
(52.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/66e8bd73-8741-4c0e-9930-abd2d0411f48.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Eggspro White Eggs,"?52
?75",1 pack (6 pcs),"4.9
(13.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/389aa5f9-b9bd-48ff-beff-6f0ad65ceff1.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,"UPF Healthy Brown - Large Eggs, 6 Pieces | Protein Rich | Veg Feed | Infertile","?84
?99",1 pack (6 pcs),"4.5
(29.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/1c1612a9-11a5-4544-9f6a-98b650c38e73.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Eggspro White Eggs,"?252
?375",1 pack (30 pcs),"4.3
(7.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d4a168d6-bc22-4b6e-98ce-81155501d8a8.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Egg First Fram Fresh Protein Eggs Pack Of 30,"?234
?360",1 pack (30 pcs),"4.3
(2.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/6fb6f4ca-07d0-4d11-a6c7-cfdd52ad94e9.jpg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,"Farm Made Free Range Brown Eggs, 6 Pieces - Protein Rich, Veg Feed, Non-Fertile","?128
?149",1 pack (6 pcs),"4.7
(10.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/561f7449-6d79-406d-8107-2c45cb4a6dfc.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Abhi Vitamin D3 White Eggs With Immunity Boosters,"?76
?99",1 pack (6 pcs),"4.5
(30.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-5504-8256,pr-true,f-auto,q-40,dpr-2/cms/product_variant/a7dfff8f-8183-4bc5-aabe-268d42988810.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Eggoz Protein Rich Farm Fresh White Eggs,"?133
?155",1 pack (10 pcs),"4.4
(33.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1080-1080,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f12e237a-246f-4b8d-a43c-c8f2961c37f2.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,UPF Healthy Eggs Brown,"?172
?193",1 pack (12 pcs),"4.1
(897)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/047d2111-651c-40e2-a11f-53de0000d43a.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Eggoz Protein Rich Farm Fresh White Eggs,"?79
?94",1 pack (6 pcs),"4.4
(10.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1080-1080,pr-true,f-auto,q-40,dpr-2/cms/product_variant/fce52a66-cf00-4399-8776-2a22b5895ed5.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Egg First Fram Fresh Protein Eggs Pack Of 12,"?97
?145",1 pack (12 pcs),"4.4
(3.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3ad57c67-3d6c-4838-99c7-d8f94a5e8d8f.jpg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Abhi Eggs Vit D3 White Eggs With Immunity Boosters | Pack Of 10,"?100
?159",1 pack (10 pcs),"4.3
(1.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-899,pr-true,f-auto,q-40,dpr-2/cms/product_variant/cb589a2d-99af-4113-ab41-1241591c5b86.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,"The Good Egg Co. Cage Free Eggs, 6 Pieces - Portein Rich, Veg Feed, Infertile","?111
?129",1 pack (6 pcs),"4.4
(5.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/b4c8ee60-b4a0-49c3-bd5b-00162c30df36.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Suguna Delfrez Nourish White Eggs,"?85
?90",1 pack (6 pcs),"4.6
(7.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5b2d556e-360a-47c3-a815-8795876d7cfe.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Eggoz Protein Rich Farm Fresh White Eggs,"?349
?397",1 pack (30 pcs),"4.1
(14.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1080-1080,pr-true,f-auto,q-40,dpr-2/cms/product_variant/0f38fc87-6061-4061-b191-4f3176262f10.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,"UPF Healthy White - Large Eggs, 12 Pieces | Protein Rich | Veg Feed | Infertile","?135
?173",1 pack (12 pcs),"4.2
(425)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5a9e23be-6a47-49da-a4d9-4fbc44bec864.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Abhi Nutri + White Eggs With Immunity Boosters,"?76
?89",1 pack (6 pcs),"4.6
(7.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-5504-8256,pr-true,f-auto,q-40,dpr-2/cms/product_variant/8bd245fd-32e9-41e1-bfd2-b41baf9e993e.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Sam's Fresh Free-Range Organic Egg,"?194
?226",1 pack (12 pcs),"4.1
(567)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/0e61663d-91fb-4ff4-be0c-9599c43115a9.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Abhi Eggs Gold + Brown Eggs with Immunity Boosters,"?102
?115",1 pack (6 pcs),"4.5
(7.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-5504-8256,pr-true,f-auto,q-40,dpr-2/cms/product_variant/fab78455-5fd8-45b2-8316-fb168aa68c0a.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,"UPF Healthy White - Large Eggs, 6 Pieces | Protein Rich | Veg Feed | Infertile","?81
?89",1 pack (6 pcs),"4.5
(6.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/6277ba10-4fb9-4f08-af24-c0418dad6f0a.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Eggoz Protein Rich Farm Fresh Brown Eggs,"?95
?119",1 pack (6 pcs),"4.2
(3.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/239e5b78-99ec-47c9-b7de-27b54d771ffb.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Upf Healthy Brown Eggs Tray,"?383
?430",1 pack (30 pcs),"3.8
(211)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f8cc73f4-8091-45ca-a6ec-8a78a589688e.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Suguna Delfrez Nourish White Eggs,"?172
?180",1 pack (12 pcs),"4.7
(3.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e9a0aaee-4292-41f5-9ae2-fb4d81c72a10.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Yojana Power Omega White Eggs,?80,1 pack (6 pcs),"4.4
(539)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/670aa1f7-bf2f-476b-853e-c57e0eec7afc.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Abhi Nutri+ White Eggs,"?265
?340",1 pack (24 pcs),"4.9
(6.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-5504-8256,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f472ebf8-d082-4c17-9682-51380f40394f.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Sam's Fresh Organic Eggs,"?108
?118",1 pack (6 pcs),"4.3
(291)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f1a56a7a-9b71-4393-b782-7afad55fea60.jpg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Abhi Vit D3 White Eggs With Immunity Boosters | Pack Of 24,"?276
?380",1 pack (24 pcs),"4.7
(691)","https://cdn.zeptonow.com/production/tr:w-403,ar-5504-8256,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5afbd1ad-6aee-4fc2-a5c9-ac84e1faaf3e.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Suguna Delfrez Brown Eggs,"?102
?110",1 pack (6 pcs),"4.3
(1.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3750-3750,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3cc1b403-c769-4f10-905e-4ced2cf27eb8.jpg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,Suguna Delfrez White Eggs,"?309
?370",1 pack (30 pcs),"4.2
(3.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/2be8d852-e1e0-4111-a06c-df07e3d55b0a.jpeg",Yes
dairy bread eggs > eggs,dairy bread eggs,eggs,"UPF Healthy Brown - Large Eggs, 6 Pieces | Protein Rich | Veg Feed | Infertile Combo","?168
?198",6 pc X 2,"4.3
(872)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/427d7ac9-a39c-466d-afb3-f59dddf911ef.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Taaza Toned Fresh Milk | Pouch,?29,1 pack (500 ml),"4.8
(839.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d4b8ef20-df5e-4d0b-ab04-36de62dd0f45.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Gokul Buffalo Full Cream Fresh Milk | Pouch,?37,1 pack (500 ml),"4.8
(100.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c01ac262-d5fe-4bdf-b5ce-5be9b93fdd9a.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Gokul Satvik Toned Cow Fresh Milk | Pouch,?29,1 pack (500 ml),"4.7
(65.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/158de1ea-f723-48a0-84f8-cc6279ee94f5.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Cow Fresh Milk | Pouch,?29,1 pack (500 ml),"4.8
(259.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c47d8c5f-ae38-42af-8f48-0535396b474e.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul A2 Buffalo Fresh Milk | Pouch,?37,1 pack (500 ml),"4.8
(177.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/6289ad23-bd4f-491d-8fa4-d2866037963d.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Gold Full Cream Fresh Milk | Pouch,?35,1 pack (500 ml),"4.9
(1.1M)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3a8d4113-939d-4e4e-a7ce-96e52152ba97.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Mother Dairy Cow Fresh Milk | Pouch,?29,1 pack (500 ml),"4.7
(200.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/9e9101e0-5591-483e-8f36-6eb14389d4a9.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Gokul Satvik Toned Cow Fresh Milk | Pouch,?58,1 pack (1 L),"4.7
(35.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d12ed84a-ff4f-4308-848f-8c7af83b9788.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Taaza Homogenised Toned Milk (Tetra Pack),?16,1 pack (200 ml),"4.7
(88.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/7aecef2d-80ab-406d-8f44-bea711b845ae.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Taaza Homogenised Toned Milk (Tetra Pack),?75,1 pack (1 L),"4.8
(63.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/654e3c68-865e-42b0-ae12-8467c583cfaf.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Mother Dairy Toned Fresh Milk | Pouch,?29,1 pack (500 ml),"4.7
(24.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e52434af-28d5-466d-bf08-29d60934c9ac.jpeg",Yes
